BuildingType,PrimaryPropertyType,Neighborhood,NumberofBuildings,NumberofFloors,PropertyGFAParking,PropertyGFABuilding,ENERGYSTARScore,SiteEnergyUse,TotalGHGEmissions,BuildingAge
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1.0,1.0,0,53620,86.0,2058955.25,22.12,68
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1.0,1.0,0,50008,62.0,3202213.0,65.3,78
NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,1.0,4.0,100176,191000,98.0,6657348.5,49.74,7
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,50832,63.0,2551022.25,107.16,59
NonResidential,Refrigerated Warehouse,GREATER DUWAMISH,1.0,1.0,0,76354,70.0,2843033.5,20.29,45
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,98480,65.0,2831565.5,39.5,60
NonResidential,Mixed Use Property,LAKE UNION,1.0,2.0,0,53002,75.0,3441643.25,64.0,112
NonResidential,Mixed Use Property,LAKE UNION,1.0,3.0,51218,124700,,22530168.0,640.71,8
NonResidential,Other,LAKE UNION,1.0,3.0,63782,106003,,19155416.0,406.02,96
NonResidential,Large Office,LAKE UNION,1.0,11.0,0,124721,58.0,13898181.0,365.79,45
NonResidential,Small- and Mid-Sized Office,LAKE UNION,1.0,7.0,0,94002,70.0,5662234.0,39.47,46
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,93020,60.0,1252323.875,8.73,42
NonResidential,Other,DOWNTOWN,1.0,1.0,0,23000,,711118.375,25.74,70
NonResidential,Supermarket/Grocery Store,SOUTHEAST,1.0,1.0,0,61053,32.0,13133225.0,306.5,14
NonResidential,Large Office,DOWNTOWN,5.0,7.0,0,154159,100.0,11195917.0,29.43,103
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,5.0,0,78920,88.0,2830674.75,19.73,112
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,7.0,0,99440,64.0,6606832.5,134.69,110
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,6.0,0,73260,82.0,2853189.5,19.89,109
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,4.0,0,69817,87.0,2178074.5,76.8,116
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,4.0,0,84750,,2094724.625,26.04,116
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,6.0,13320,62176,,3570161.75,24.89,116
NonResidential,Large Office,DOWNTOWN,1.0,4.0,0,164380,79.0,7655751.0,130.31,116
NonResidential,Large Office,DOWNTOWN,1.0,7.0,0,160580,98.0,4336187.5,99.59,109
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,6.0,0,73470,83.0,3212269.0,22.39,107
Nonresidential COS,Other,DOWNTOWN,1.0,3.0,0,67755,,1904480.0,13.28,110
NonResidential,Mixed Use Property,GREATER DUWAMISH,1.0,3.0,0,56700,37.0,2371575.0,31.58,106
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,82852,83.0,2153603.5,65.56,94
NonResidential,Other,GREATER DUWAMISH,1.0,2.0,0,76442,,3978277.0,132.6,63
NonResidential,Distribution Center,GREATER DUWAMISH,1.0,2.0,0,92792,56.0,3155496.0,74.18,54
NonResidential,Other,GREATER DUWAMISH,2.0,2.0,0,125519,,2244317.0,15.65,75
NonResidential,Large Office,GREATER DUWAMISH,1.0,4.0,25800,103200,80.0,4374646.0,30.5,116
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,78814,69.0,861972.875,16.48,62
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1.0,4.0,0,58970,,1776411.75,41.18,112
NonResidential,Distribution Center,GREATER DUWAMISH,1.0,6.0,10800,64800,15.0,2688675.75,18.74,106
NonResidential,Distribution Center,GREATER DUWAMISH,1.0,4.0,0,56270,,1056782.125,7.37,109
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,4.0,0,66842,31.0,5608600.5,138.35,112
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,6.0,10800,64488,81.0,2891605.0,20.18,107
NonResidential,Large Office,DOWNTOWN,1.0,7.0,0,184322,81.0,9722890.0,67.78,112
NonResidential,Large Office,DOWNTOWN,1.0,7.0,0,287853,43.0,25567108.0,182.14,7
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1.0,2.0,0,64512,53.0,5968153.5,180.76,102
NonResidential,Mixed Use Property,GREATER DUWAMISH,1.0,6.0,111774,174226,,63835192.0,445.62,7
NonResidential,Warehouse,GREATER DUWAMISH,1.0,7.0,0,144050,26.0,3929371.0,98.43,90
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1.0,3.0,0,60592,16.0,5049446.5,47.25,86
NonResidential,Large Office,GREATER DUWAMISH,0.0,6.0,0,1380959,79.0,74130576.0,810.7,104
NonResidential,Retail Store,GREATER DUWAMISH,1.0,1.0,0,107930,57.0,7221482.5,100.42,23
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,99084,83.0,1618110.375,49.25,90
NonResidential,Distribution Center,DELRIDGE,1.0,1.0,0,72719,28.0,2581741.75,42.74,63
NonResidential,Small- and Mid-Sized Office,EAST,0.0,4.0,0,76624,91.0,2773647.5,33.41,86
NonResidential,Small- and Mid-Sized Office,NORTHEAST,1.0,6.0,36583,55123,2.0,8570571.0,59.75,15
NonResidential,Medical Office,LAKE UNION,1.0,5.0,39902,89191,6.0,19248732.0,477.85,8
NonResidential,Large Office,DELRIDGE,1.0,5.0,16221,121885,41.0,8381834.5,58.43,25
NonResidential,Retail Store,GREATER DUWAMISH,1.0,1.0,0,56572,66.0,2409429.0,67.29,43
NonResidential,Medical Office,EAST,1.0,0.0,0,225982,53.0,20560622.0,692.12,12
NonResidential,Mixed Use Property,DOWNTOWN,0.0,0.0,0,516407,31.0,39403320.0,734.72,10
NonResidential,Large Office,DOWNTOWN,1.0,11.0,0,312512,,25747022.0,185.39,16
NonResidential,Large Office,DOWNTOWN,1.0,42.0,0,1592914,97.0,56498868.0,481.06,11
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,6.0,0,97720,,2478025.25,17.28,90
NonResidential,Medical Office,EAST,1.0,10.0,206580,215923,46.0,17254810.0,190.1,31
NonResidential,Medical Office,CENTRAL,1.0,7.0,0,94500,68.0,5792926.0,40.38,29
NonResidential,Retail Store,DELRIDGE,0.0,1.0,0,94713,79.0,5417598.0,94.74,11
NonResidential,Medical Office,EAST,1.0,9.0,101342,201560,58.0,14751117.0,130.32,8
NonResidential,Medical Office,EAST,1.0,19.0,156407,163504,50.0,15067340.0,357.39,43
NonResidential,Large Office,DOWNTOWN,1.0,6.0,0,205521,94.0,8138616.5,282.46,116
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,6.0,0,56700,55.0,3065954.5,21.37,116
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1.0,4.0,0,72000,89.0,2729167.75,23.48,91
NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,1.0,4.0,94892,96254,93.0,5101504.5,35.56,16
NonResidential,Other,DELRIDGE,1.0,3.0,11527,57236,,9029489.0,310.19,15
NonResidential,Other,SOUTHEAST,3.0,1.0,0,102133,,20725996.0,530.62,22
NonResidential,Large Office,DOWNTOWN,1.0,14.0,0,362046,86.0,15725581.0,116.95,8
NonResidential,Other,MAGNOLIA / QUEEN ANNE,3.0,2.0,0,81336,,13085297.0,270.17,22
NonResidential,Large Office,DOWNTOWN,1.0,23.0,0,538933,90.0,16020642.0,111.69,15
NonResidential,Other,DOWNTOWN,1.0,6.0,197130,78852,,5233553.5,36.49,33
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,5.0,0,98668,91.0,4391348.0,30.61,34
NonResidential,Large Office,GREATER DUWAMISH,1.0,1.0,28381,130550,12.0,8751704.0,98.54,9
NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,1.0,1.0,0,105100,1.0,22078064.0,357.86,38
NonResidential,Supermarket/Grocery Store,MAGNOLIA / QUEEN ANNE,1.0,1.0,0,57176,31.0,12525174.0,0.0,8
NonResidential,Retail Store,MAGNOLIA / QUEEN ANNE,1.0,1.0,0,50660,51.0,2661488.0,60.7,38
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,2.0,0,61929,59.0,2203026.5,55.73,79
NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,1.0,4.0,55000,110111,1.0,25478086.0,177.62,16
NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,1.0,4.0,42500,87051,1.0,27137190.0,189.18,16
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,3.0,0,20565,65.0,802312.5,5.59,91
NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,1.0,5.0,55971,103966,63.0,7857972.5,54.78,16
NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,1.0,5.0,46763,137201,56.0,14856199.0,103.57,8
NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,1.0,5.0,78848,129362,95.0,5514308.5,116.74,30
NonResidential,Large Office,DOWNTOWN,1.0,7.0,80283,197203,63.0,12729858.0,88.74,30
NonResidential,Large Office,DOWNTOWN,1.0,3.0,0,187130,77.0,10053489.0,70.09,23
NonResidential,Large Office,DOWNTOWN,1.0,5.0,117867,133177,99.0,17186624.0,119.81,16
NonResidential,Warehouse,DOWNTOWN,1.0,5.0,0,154330,81.0,1262235.25,8.8,104
NonResidential,Large Office,DOWNTOWN,1.0,6.0,14690,93555,,4515180.5,50.17,98
NonResidential,Large Office,DOWNTOWN,1.0,6.0,0,167860,70.0,6797647.0,47.39,111
NonResidential,Large Office,DOWNTOWN,1.0,6.0,0,112560,86.0,4946798.5,97.82,106
NonResidential,Retail Store,DOWNTOWN,1.0,6.0,0,86204,89.0,3241917.0,69.02,106
Nonresidential COS,Warehouse,GREATER DUWAMISH,1.0,2.0,0,145158,51.0,8384523.0,119.46,31
NonResidential,Large Office,GREATER DUWAMISH,1.0,2.0,0,112896,66.0,10287986.0,157.48,65
NonResidential,Distribution Center,GREATER DUWAMISH,1.0,1.0,0,110613,95.0,1015060.188,7.08,56
NonResidential,Warehouse,GREATER DUWAMISH,1.0,4.0,0,149881,97.0,2417401.25,95.86,65
NonResidential,Warehouse,GREATER DUWAMISH,1.0,3.0,0,98220,12.0,6468090.0,75.29,65
NonResidential,Distribution Center,GREATER DUWAMISH,1.0,1.0,0,84420,55.0,2848317.25,19.86,46
NonResidential,Distribution Center,GREATER DUWAMISH,1.0,1.0,0,73335,,5197118.0,155.74,55
NonResidential,Distribution Center,GREATER DUWAMISH,1.0,2.0,0,56876,,1791715.625,48.5,88
NonResidential,Warehouse,GREATER DUWAMISH,1.0,2.0,0,61200,16.0,4912143.0,178.62,85
NonResidential,Distribution Center,GREATER DUWAMISH,1.0,1.0,0,111908,87.0,1555420.25,34.14,29
NonResidential,Other,GREATER DUWAMISH,3.0,2.0,0,63644,,6858533.5,168.5,30
NonResidential,Mixed Use Property,GREATER DUWAMISH,3.0,2.0,18860,89893,,3639670.25,25.37,86
NonResidential,Supermarket/Grocery Store,NORTHWEST,1.0,1.0,35545,106345,91.0,16865978.0,293.56,46
NonResidential,Small- and Mid-Sized Office,BALLARD,1.0,4.0,21055,71037,5.0,4817062.0,33.58,15
NonResidential,Warehouse,MAGNOLIA / QUEEN ANNE,0.0,3.0,0,56259,,2346571.5,86.9,42
NonResidential,Other,NORTHEAST,1.0,6.0,0,143439,,25631512.0,710.7,10
NonResidential,Large Office,LAKE UNION,1.0,4.0,88855,113768,73.0,8873485.0,61.86,8
NonResidential,Small- and Mid-Sized Office,LAKE UNION,1.0,2.0,25800,51374,33.0,5481549.0,38.21,16
NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,1.0,5.0,0,110524,57.0,6859198.0,47.82,18
NonResidential,Mixed Use Property,LAKE UNION,1.0,5.0,103650,183574,,21042926.0,314.43,8
NonResidential,Laboratory,LAKE UNION,1.0,4.0,18382,97366,,36436388.0,1154.79,17
NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,1.0,7.0,84689,157186,88.0,8655604.0,68.06,16
NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,1.0,5.0,18720,84210,85.0,4750799.0,65.03,42
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,3.0,0,76893,,12029600.0,260.13,114
NonResidential,Large Office,DOWNTOWN,1.0,8.0,23630,126370,65.0,9343428.0,119.93,41
NonResidential,Large Office,DOWNTOWN,1.0,7.0,0,274362,82.0,16540550.0,147.82,63
NonResidential,Large Office,DOWNTOWN,1.0,15.0,116280,261722,85.0,17750994.0,246.83,33
NonResidential,Large Office,DOWNTOWN,1.0,11.0,0,169020,83.0,11480494.0,346.62,53
NonResidential,Other,DOWNTOWN,1.0,33.0,0,429405,98.0,274682208.0,1921.82,35
NonResidential,Large Office,DOWNTOWN,1.0,76.0,319400,1632820,86.0,92937640.0,882.56,31
NonResidential,Large Office,DOWNTOWN,1.0,19.0,89778,293737,90.0,15878689.0,110.7,35
NonResidential,Medical Office,DOWNTOWN,1.0,18.0,28870,335064,68.0,22104512.0,582.28,91
NonResidential,Retail Store,DOWNTOWN,1.0,4.0,0,78920,80.0,8303666.5,109.85,87
NonResidential,Large Office,DOWNTOWN,1.0,7.0,87160,43983,93.0,5177270.5,109.16,37
NonResidential,Other,DOWNTOWN,1.0,0.0,0,947987,,46510960.0,324.25,17
NonResidential,Mixed Use Property,EAST,1.0,4.0,0,55520,,3686962.25,150.88,108
NonResidential,Large Office,DOWNTOWN,1.0,10.0,0,132998,97.0,3775187.5,133.8,108
NonResidential,Retail Store,DOWNTOWN,1.0,3.0,0,83118,59.0,2443141.5,27.82,76
NonResidential,Retail Store,DOWNTOWN,1.0,3.0,0,77555,39.0,7802205.5,54.4,92
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,6.0,0,51218,57.0,2886141.5,20.12,107
NonResidential,Large Office,DOWNTOWN,1.0,29.0,0,489182,43.0,36378588.0,426.39,46
NonResidential,Large Office,DOWNTOWN,1.0,27.0,13320,203251,62.0,16246106.0,639.72,87
NonResidential,Large Office,DOWNTOWN,1.0,13.0,0,189175,13.0,19036416.0,132.71,95
NonResidential,Large Office,DOWNTOWN,1.0,13.0,74481,219322,25.0,17074142.0,119.03,18
NonResidential,Large Office,DOWNTOWN,1.0,7.0,0,122356,91.0,4585070.5,41.8,106
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,3.0,0,52298,89.0,1968655.125,13.72,95
NonResidential,Large Office,DOWNTOWN,1.0,17.0,0,116640,75.0,6758565.5,169.06,105
NonResidential,Large Office,DOWNTOWN,1.0,42.0,201121,1047934,95.0,37980712.0,264.78,35
NonResidential,Medical Office,EAST,1.0,5.0,99314,89025,15.0,8523594.0,89.41,28
NonResidential,College/University,CENTRAL,1.0,2.0,0,60122,,690529.5,9.31,100
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,6.0,13700,81300,83.0,4052720.0,31.43,106
NonResidential,Large Office,DOWNTOWN,1.0,9.0,0,224857,79.0,15272491.0,390.67,45
NonResidential,Large Office,DOWNTOWN,1.0,8.0,124788,321473,96.0,13568148.0,94.59,18
NonResidential,Other,GREATER DUWAMISH,1.0,2.0,0,58492,,1594422.5,51.56,77
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1.0,6.0,0,62370,30.0,4353025.0,30.35,109
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,73296,83.0,2356376.75,73.58,56
Nonresidential COS,Other,GREATER DUWAMISH,1.0,4.0,0,99122,,14469228.0,179.45,72
NonResidential,Other,GREATER DUWAMISH,1.0,1.0,0,66133,,6345009.5,89.94,31
NonResidential,Warehouse,GREATER DUWAMISH,1.0,2.0,0,115668,,3534690.75,111.23,64
NonResidential,Other,GREATER DUWAMISH,1.0,1.0,0,141686,,6673138.0,46.52,46
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1.0,1.0,0,93610,95.0,6235947.0,152.28,66
NonResidential,Large Office,GREATER DUWAMISH,1.0,2.0,0,156188,67.0,6843855.0,60.92,43
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,115620,11.0,1951856.25,13.61,50
NonResidential,Large Office,GREATER DUWAMISH,1.0,5.0,0,238148,93.0,10775646.0,75.12,41
NonResidential,Distribution Center,GREATER DUWAMISH,1.0,1.0,0,71718,100.0,151754.2969,1.06,47
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,55450,31.0,4345698.0,131.64,47
NonResidential,Distribution Center,GREATER DUWAMISH,1.0,1.0,0,54880,32.0,2763597.0,89.53,37
NonResidential,Retail Store,DELRIDGE,1.0,1.0,0,102500,81.0,7305474.0,158.55,24
NonResidential,Other,NORTHEAST,1.0,6.0,272900,88498,,8915523.0,119.92,14
NonResidential,Supermarket/Grocery Store,GREATER DUWAMISH,1.0,1.0,0,50785,57.0,7439009.0,195.43,53
NonResidential,Small- and Mid-Sized Office,DELRIDGE,1.0,3.0,0,85126,1.0,37951708.0,166.13,87
NonResidential,Other,NORTH,1.0,5.0,19820,283435,,11077140.0,99.14,16
NonResidential,Distribution Center,GREATER DUWAMISH,1.0,1.0,0,411584,43.0,15091579.0,455.39,30
NonResidential,Mixed Use Property,DOWNTOWN,1.0,4.0,0,73320,,1141189.75,29.16,114
NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,1.0,4.0,100176,142510,77.0,9683979.0,67.51,8
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,6.0,15840,79920,83.0,5392617.5,74.45,116
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,179413,57.0,3459543.0,24.12,70
NonResidential,Warehouse,GREATER DUWAMISH,0.0,1.0,0,65288,,605971.1875,4.22,99
NonResidential,Warehouse,DELRIDGE,1.0,1.0,0,170632,98.0,602245.0,4.2,50
NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,1.0,10.0,0,381511,87.0,11410228.0,106.12,22
NonResidential,Large Office,DOWNTOWN,1.0,17.0,138098,275166,91.0,13631141.0,95.03,7
NonResidential,Mixed Use Property,NORTHEAST,1.0,6.0,54300,68100,63.0,4865551.5,79.39,7
NonResidential,Retail Store,NORTHEAST,1.0,2.0,0,93803,,5453438.5,110.41,60
SPS-District K-12,K-12 School,CENTRAL,1.0,1.0,0,52924,,0.0,13.64,28
NonResidential,Warehouse,GREATER DUWAMISH,1.0,2.0,0,123000,47.0,3004271.0,20.94,50
NonResidential,Medical Office,EAST,1.0,5.0,112980,162150,70.0,9941308.0,69.3,13
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,60448,90.0,1052244.75,27.24,38
NonResidential,Hospital,EAST,7.0,14.0,0,1765970,54.0,291614432.0,12307.16,22
NonResidential,Other,MAGNOLIA / QUEEN ANNE,3.0,4.0,0,62600,,11147342.0,406.04,88
NonResidential,Mixed Use Property,EAST,1.0,4.0,21612,55800,,2655387.5,20.85,12
NonResidential,Medical Office,EAST,1.0,5.0,159157,130262,59.0,12731388.0,133.5,26
NonResidential,Other,NORTH,1.0,5.0,0,90266,18.0,7771933.5,54.18,29
NonResidential,Warehouse,BALLARD,1.0,4.0,6458,80874,87.0,1165598.875,14.49,12
NonResidential,Hotel,EAST,1.0,6.0,50017,100528,28.0,13410041.0,453.76,13
NonResidential,Other,MAGNOLIA / QUEEN ANNE,1.0,5.0,0,141718,,19085174.0,341.23,17
NonResidential,Hotel,MAGNOLIA / QUEEN ANNE,1.0,5.0,21273,90583,8.0,9444484.0,278.97,8
NonResidential,Warehouse,EAST,1.0,4.0,0,132828,83.0,1083729.625,7.56,28
NonResidential,Warehouse,DELRIDGE,1.0,1.0,0,70400,1.0,13962749.0,284.01,46
NonResidential,Retail Store,NORTHWEST,1.0,1.0,0,101830,60.0,10713006.0,295.12,21
SPS-District K-12,K-12 School,CENTRAL,1.0,3.0,0,55353,,0.0,9.99,28
NonResidential,College/University,CENTRAL,2.0,4.0,0,114000,,7575080.0,109.71,42
SPS-District K-12,Other,GREATER DUWAMISH,1.0,3.0,0,338063,,20675922.0,259.49,14
NonResidential,Warehouse,SOUTHWEST,1.0,1.0,0,152365,88.0,1069749.75,13.07,51
NonResidential,Medical Office,CENTRAL,1.0,6.0,0,320946,57.0,25471308.0,189.85,106
NonResidential,Retail Store,GREATER DUWAMISH,1.0,1.0,0,74178,,5402181.0,134.82,58
NonResidential,Warehouse,NORTH,1.0,4.0,0,80360,96.0,686019.1875,16.27,29
SPS-District K-12,K-12 School,SOUTHWEST,1.0,1.0,0,61183,92.0,2424724.25,95.54,66
NonResidential,Supermarket/Grocery Store,EAST,1.0,3.0,0,119190,71.0,10077532.0,267.0,20
NonResidential,Other,GREATER DUWAMISH,1.0,2.0,0,51856,,1938613.125,13.51,8
NonResidential,Mixed Use Property,GREATER DUWAMISH,1.0,3.0,12586,53552,3.0,7070998.5,49.29,95
NonResidential,Large Office,NORTHEAST,1.0,3.0,48510,65434,1.0,17880184.0,128.73,56
NonResidential,Worship Facility,NORTHEAST,1.0,2.0,0,22220,90.0,778355.8125,31.74,59
SPS-District K-12,K-12 School,NORTHEAST,1.0,1.0,0,46732,87.0,2331952.75,89.08,61
NonResidential,Mixed Use Property,GREATER DUWAMISH,1.0,1.0,0,44700,,2042771.0,30.52,54
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,44100,1.0,1618916.375,11.29,40
NonResidential,Distribution Center,GREATER DUWAMISH,1.0,1.0,0,27800,13.0,1224186.25,24.39,51
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,46340,3.0,2564004.0,17.87,15
Campus,Other,GREATER DUWAMISH,3.0,1.0,0,22800,,2222097.5,101.5,22
NonResidential,Small- and Mid-Sized Office,CENTRAL,1.0,3.0,0,38460,69.0,1950713.25,36.02,106
NonResidential,Worship Facility,NORTHWEST,1.0,2.0,0,21022,54.0,945245.625,43.84,94
SPS-District K-12,K-12 School,SOUTHWEST,1.0,2.0,0,51489,93.0,1984067.625,70.76,62
NonResidential,Distribution Center,GREATER DUWAMISH,1.0,1.0,0,48001,49.0,2143650.75,86.46,49
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,26380,,509124.0,3.58,37
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,37351,10.0,2559461.75,77.04,47
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,30375,73.0,345866.6875,2.41,35
NonResidential,Warehouse,GREATER DUWAMISH,1.0,1.0,0,30004,,369291.5,2.57,37
NonResidential,Other,NORTHEAST,1.0,3.0,0,39971,,10960107.0,416.07,88
NonResidential,Worship Facility,BALLARD,1.0,2.0,0,33589,90.0,509836.1875,21.93,102
NonResidential,Small- and Mid-Sized Office,BALLARD,1.0,3.0,0,43500,46.0,3220635.25,22.65,37
NonResidential,Small- and Mid-Sized Office,BALLARD,1.0,2.0,0,28492,12.0,1896298.875,37.78,38
NonResidential,Small- and Mid-Sized Office,BALLARD,1.0,3.0,0,22325,,1401315.875,9.77,53
NonResidential,Restaurant,BALLARD,1.0,3.0,0,22719,,1358519.0,9.47,39
NonResidential,Laboratory,DOWNTOWN,1.0,2.0,22000,22588,,7251589.0,50.55,70
SPS-District K-12,K-12 School,CENTRAL,1.0,2.0,0,37327,92.0,1967476.375,71.06,91
NonResidential,Retail Store,DOWNTOWN,1.0,2.0,0,147545,69.0,6787070.0,169.75,99
Nonresidential COS,Other,NORTH,1.0,2.0,0,21462,,1114384.625,7.77,93
SPS-District K-12,K-12 School,NORTHWEST,1.0,2.0,0,47602,78.0,2249592.5,83.59,86
NonResidential,Other,NORTHWEST,1.0,2.0,0,28072,,1362523.0,63.48,99
NonResidential,Restaurant,DOWNTOWN,1.0,2.0,0,31020,,4970047.0,207.6,61
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,2.0,0,21600,,1636649.125,29.62,99
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,5.0,13320,48505,59.0,4322873.0,141.2,42
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,3.0,0,64630,96.0,1408291.375,9.82,74
NonResidential,Worship Facility,DOWNTOWN,1.0,2.0,0,20920,15.0,1042108.5,42.19,68
NonResidential,Worship Facility,SOUTHWEST,1.0,2.0,0,22128,94.0,608359.6875,25.24,90
NonResidential,Retail Store,NORTHWEST,1.0,1.0,0,48139,98.0,859236.625,24.02,48
NonResidential,Other,NORTHWEST,1.0,1.0,0,29924,,0.0,0.0,14
NonResidential,Worship Facility,SOUTHWEST,1.0,2.0,0,21364,86.0,965651.125,43.8,67
NonResidential,College/University,DOWNTOWN,1.0,2.0,0,28923,,439311.9063,15.27,24
NonResidential,College/University,DOWNTOWN,1.0,3.0,0,21600,,323739.4063,6.33,88
NonResidential,Retail Store,NORTHEAST,1.0,1.0,0,25735,82.0,1169394.875,18.1,20
NonResidential,Retail Store,NORTHEAST,1.0,2.0,0,25862,20.0,4801472.0,154.17,60
NonResidential,Retail Store,NORTHEAST,1.0,2.0,0,49965,82.0,3377209.75,29.54,13
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,2.0,0,20028,95.0,511797.4063,14.22,87
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,7.0,0,23622,100.0,552007.5,9.95,116
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,3.0,0,23563,67.0,883197.6875,6.16,114
NonResidential,Mixed Use Property,DOWNTOWN,1.0,3.0,0,28600,,1062722.625,24.25,113
NonResidential,Mixed Use Property,DOWNTOWN,1.0,2.0,12379,26160,55.0,2186018.5,15.24,38
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,5.0,0,26840,24.0,1989287.0,13.87,110
NonResidential,Retail Store,DOWNTOWN,1.0,2.0,0,46800,86.0,1245187.5,8.68,110
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,3.0,26640,37350,51.0,2067352.5,14.63,37
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,3.0,0,28800,50.0,1345025.75,28.81,108
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,3.0,4968,28584,75.0,1696978.75,60.43,62
NonResidential,Retail Store,DOWNTOWN,1.0,2.0,0,26270,32.0,1560461.75,33.78,85
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,3.0,7820,49800,50.0,2385395.0,16.63,90
NonResidential,Mixed Use Property,DOWNTOWN,1.0,2.0,6080,22616,,418348.5,2.92,62
NonResidential,Hotel,DOWNTOWN,1.0,5.0,0,57800,87.0,2443065.25,66.29,26
